,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality,wine_style
3114,7.3,0.155,0.49,1.3,0.039,34.0,136.0,0.9926,3.14,0.77,10.5,6,medium
3115,8.2,0.22,0.49,9.6,0.037,53.0,154.0,0.9951,3.02,0.33,10.6,6,MEDIUM
3116,8.2,0.24,0.49,9.3,0.038,52.0,163.0,0.9952,3.02,0.33,10.6,6,medium
3117,8.4,0.23,0.49,nan,0.035,22.0,95.0,0.9935,3.04,0.34,12.0,6,strong
3118,8.3,0.2,0.49,1.7,0.04,34.0,169.0,0.9938,3.05,0.37,10.1,5,MEDIUM
3119,8.3,0.2,0.49,nan,0.038,38.0,167.0,0.9939, 3.05 ,0.37,10.1,6,medium
3120,6.6,0.3,0.24,nan,,17.0,121.0,0.9933,3.13,0.36,9.2,5,light
3121,6.9,0.21,0.49,1.4,0.041,15.0,164.0,0.9927, 3.25 ,0.63,11.0,5,medium
3122,8.0,0.25,0.49,9.0,0.044,31.0,185.0,0.998,3.34,0.49,10.0,6,medium
3123,6.6,0.21,0.49,18.15,0.042,41.0,158.0,0.9997, 3.28 ,0.39,8.7,6,light
3124,7.2,0.27,0.74,12.5,0.037,47.0,156.0,0.9981,3.04,0.44,8.7,5,light
3125,14.2,0.27,0.49,1.1,0.037,33.0,156.0,0.992,3.15,0.54,11.1,6,medium
3126,7.9,0.28,0.49,7.7,0.045,48.0,195.0,0.9954,3.04,0.55,11.0,6,MEDIUM
3127,7.4,0.27,0.49,1.1,0.037,33.0,156.0,0.992, nan ,0.54,11.1,6,medium
3128,6.6,0.21,0.49,18.15,,41.0,158.0,0.9997, 3.28 ,0.39,8.7,6,light
3129,7.2,0.27,0.74,12.5,0.037,47.0,156.0,0.9981,3.04,0.44,8.7,5,light
3130,8.1,0.3,0.49,8.1,0.037,26.0,174.0,0.9943,nan,0.3,11.2,7,MEDIUM
3131,7.5,0.23,0.49,7.7,0.049,61.0,209.0,0.9941,3.14,0.3,11.1,7,medium
3132,7.3,0.26,0.49,5.0,0.028,32.0,107.0,?,nan,0.54,10.8,6,MEDIUM
3133,,0.18,0.74,15.6,0.044,44.0,176.0,0.9996,3.38,0.67,9.0,6,light
3134,8.5,0.15,0.49,1.5,0.031,17.0,122.0,0.9932,nan,0.4,10.3,6, medium 
3135,8.9,0.13,0.49,1.0,0.028,6.0,24.0,0.9926,2.91,0.32,9.9,5,medium
3136,8.1,0.28,0.49,1.0,,32.0,148.0,0.9936,3.13,0.41,10.0,6,medium
3137,,0.17,0.49,1.0,0.034,26.0,106.0,0.992, 3.21 ,0.42,9.8,6,MEDIUM
3138,7.3,0.26,0.49,nan,0.028,32.0,107.0,0.9936,3.24,0.54,10.8,6,medium
3139,7.1,0.18,0.74,15.6,0.044,44.0,176.0,0.9996,3.38,0.67,9.0,6,light
3140,7.1,0.53,0.24,0.8,0.029,29.0,86.0,0.993, 3.16 ,0.32,9.1,4,light
3141,7.2,0.16,0.49,1.3,0.037,27.0,104.0,0.9924,3.23,0.57,10.6,6,medium
3142,7.3,0.14,0.49,1.1,0.038,28.0,99.0,0.9928, 3.2 ,0.72,10.6,6,medium
3143,,0.13,0.49,1.0,0.028,6.0,24.0,0.9926,2.91,0.32,9.9,5, medium 
3144,7.9,0.12,0.49,5.2,0.049,33.0,152.0,0.9952,3.18,0.47,10.6,6,MEDIUM
3145,6.7,0.29,0.49,4.7,0.034,35.0,156.0,0.9945,3.13,0.45,9.9,6,medium
3146,6.7,0.3,0.49,4.8,0.034,36.0,158.0,0.9945,3.12,0.45,9.9,6,medium
3147,7.1,,0.24,1.8,0.025,32.0,102.0,0.9903,3.34,0.59,12.8,6,
3148,8.5,0.15,0.49,,0.031,17.0,122.0,0.9932,3.03,0.4,10.3, 6 ,medium
3149,7.9,0.18,0.49,5.2,0.051,36.0,157.0,0.9953,3.18,0.48,10.6,6,medium
3150,,0.19,0.99,,0.122,45.0,129.0,0.9936,3.09,0.31,8.7,6,LIGHT
3151,7.3,,0.49,1.8,0.038,44.0,152.0,0.9912,3.32,0.44,12.6,7,strong
3152,6.9,0.3,0.49,7.6,0.057,25.0,156.0,0.9962,3.43,0.63,11.0,7, medium 
3153,7.9,0.42,0.49,8.2,0.056,32.0,164.0,0.9965,3.29,0.6,11.2,7, medium 
3154,6.9,0.24,0.49,1.3,0.032,35.0,148.0,0.9932,3.45,0.57,10.7,7,MEDIUM
3155,7.6,0.23,0.49,10.0,0.036,45.0,182.0,0.9967, 3.08 ,0.58,9.6,6,medium
3156,,0.18,0.49,5.2,0.051,36.0,157.0,0.9953,3.18,0.48,10.6,6,medium
3157,,0.43,0.49,6.4,0.045,12.0,115.0,0.9963,3.27,0.57,9.0,4,light
3158,8.8,0.35,0.49,1.0,0.036,14.0,56.0,0.992,2.96,0.33,10.5,4,medium
3159,7.8,,0.74,1.8,0.033,33.0,780.0,0.991,3.29,2.08,32.0,6, strong 
3160,9.1,0.28,0.49,nan,0.059,10.0,112.0,0.9958,3.15,0.46,10.1, 5 ,medium
3161,7.1,0.34,0.49,1.5,0.027,26.0,630.0,0.99,3.3,1.32,30.5,7,strong
3162,7.8,,0.74,1.8,0.033,33.0,156.0,0.991, 3.29 ,0.52,12.8,6,strong
3163,9.1,0.28,0.49,2.0,0.059,10.0,112.0,0.9958,3.15,0.46,10.1,5,MEDIUM
3164,8.5,0.19,0.49,3.5,0.044,29.0,117.0,0.9938,3.14,0.51,10.1, 6 , medium 
3165,7.6,0.18,0.49,18.05,0.046,36.0,158.0,0.9996, nan ,0.41,9.2,5,light
3166,7.5,0.19,0.49,1.8,0.055,19.0,110.0,0.9946,3.33,0.44,9.9,5,medium
3167,7.4,0.3,0.49,nan,0.055,49.0,188.0,0.9974,3.52,0.58,9.7,6,medium
3168,,0.3,0.74,5.0,0.038,35.0,157.0,0.9945,3.21,0.46,9.9,5, medium 
3169,6.6,0.3,0.74,4.6,0.041,36.0,159.0,0.9946,3.21,0.45,9.9,5,MEDIUM
3170,7.4,0.3,0.49,8.2,0.055,49.0,188.0,0.9974,3.52,0.58,9.7,6,medium
3171,6.9,0.22,0.49,7.0,,50.0,168.0,0.9957,3.54,0.5,10.3,6,medium
3172,7.8,0.26,0.49,3.1,0.045,21.0,116.0,0.9931, 3.16 ,0.35,10.3, 5 ,medium
3173,8.5,0.17,0.49,8.8,0.048,23.0,108.0,0.9947,nan,0.34,10.5,4,
3174,6.8,0.17,0.74,2.4,0.053,61.0,182.0,0.9953,3.63,0.76,10.5,6,medium
3175,,0.27,0.49,1.4,0.05,20.0,74.0,nan,3.32,0.44,9.8,6,medium
3176,7.1,0.64,0.49,1.8,0.05,17.0,128.0,0.9946,3.31,0.58,10.6,4,MEDIUM
3177,6.4,0.18,0.74,11.9,,54.0,168.0,0.9978,3.58,0.68,10.1,5,medium
3178,,0.31,0.49,13.4,0.062,50.0,191.0,0.9989,3.22,0.53,9.0,4,light
3179,9.8,0.31,0.49,15.4,,13.0,595.0,1.0004,3.18,1.8,23.75,5,STRONG
3180,9.0,0.3,0.49,7.2,0.039,32.0,84.0,0.9938,2.94,0.32,11.5,6,medium
3181,8.4,0.24,0.49,7.4,0.039,46.0,108.0,0.9934,3.03,0.33,11.9,7,strong
3182,6.4,0.18,0.74,11.9,0.046,54.0,168.0,0.9978,3.58,0.68,10.1, 5 ,MEDIUM
3183,6.4,0.25,0.74,7.8,0.045,52.0,209.0,0.9956,3.21,0.42,9.2,6,
3184,,0.3,0.74,nan,0.039,46.0,165.0,0.9982,3.02,0.4,8.7,5,light
3185,9.3,0.31,0.49,1.3,0.042,34.0,147.0,0.9948,3.11,0.46,9.8,5,medium
3186,6.4,0.25,0.74,7.8,0.045,52.0,209.0,0.9956,3.21,0.42,9.2,6, light 
3187,7.3,0.3,0.74,13.5,0.039,46.0,165.0,0.9982,3.02,0.4,8.7,5,light
3188,7.0,0.27,0.74,nan,0.036,27.0,122.0,0.9926,3.35,0.48,11.2,6,medium
3189,7.9,0.14,0.74,,,30.0,165.0,0.991,3.08,0.82,12.3,6, strong 
3190,6.4,0.12,0.49,6.4,,49.0,161.0,0.9945,3.34,0.44,10.4,6,medium
3191,,0.21,0.74,1.2,0.047,25.0,111.0,0.9916,3.13,0.41,10.7,6,medium
3192,8.6,0.16,0.49,7.3,0.043,9.0,63.0,0.9953,3.13,0.59,10.5,6,medium
3193,7.0,0.29,0.49,3.8,0.047,37.0,136.0,0.9938,2.95,0.4,9.4,6,
3194,6.4,0.27,0.49,7.3,0.046,53.0,206.0,0.9956,3.24,0.43,9.2,6,LIGHT
3195,6.6,0.55,0.01,2.7,0.034,56.0,122.0,0.9906,3.15,0.3,11.9,5,strong
3196,6.4,0.27,0.49,nan,0.046,53.0,206.0,0.9956,3.24,0.43,9.2,6,light
3197,6.3,0.24,0.74,1.4,,24.0,108.0,0.9932,3.27,0.39,9.9,6, medium 
3198,6.7,0.33,0.49,1.6,0.167,20.0,94.0,0.9914,3.11,0.5,11.4,6,MEDIUM
3199,7.0,0.29,0.49,3.8,0.047,37.0,680.0,0.9938,2.95,1.6,23.5,6,strong
3200,8.2,0.34,0.49,8.0,0.046,55.0,223.0,0.996,3.08,0.52,10.7,6,medium
3201,5.6,,0.24,4.7,0.034,27.0,77.0,0.9906, 3.28 ,0.36,12.7,5,
3202,5.6,,0.24,1.9,0.034,10.0,53.0,0.98815,nan,0.5,13.5,7,STRONG
3203,6.7,0.41,0.01,nan,0.048,39.0,137.0,0.9942,3.24,0.35,9.5,5,light
3204,7.1,,0.49,2.2,0.032,31.0,113.0,0.9903, 3.37 ,0.42,12.9,9,strong
3205,7.5,,0.49,1.7,0.031,44.0,545.0,0.9906, 3.07 ,1.84,31.25,6,strong
3206,,0.19,0.49,4.9,0.04,44.0,118.0,0.9935,nan,0.38,9.5,7,LIGHT
3207,,0.27,0.49,23.5,0.057,59.0,235.0,1.0024,2.98,0.47,8.6,5,light
3208,8.1,0.2,0.49,11.8,0.048,46.0,212.0,0.9968,3.09,0.46,10.0,7,medium
3209,7.5,,0.49,1.7,0.031,44.0,109.0,0.9906,3.07,0.46,12.5,6,strong
3210,8.2,0.26,0.49,5.2,0.04,19.0,100.0,0.9941,3.12,0.34,10.1,6,MEDIUM
3211,7.8,0.26,0.49,3.2,0.027,28.0,87.0,0.9919,3.03,0.32,11.3,7,medium
3212,8.0,0.14,0.49,1.5,0.035,42.0,120.0,0.9928,3.26,0.4,10.6,7,
3213,8.0,0.29,0.49,11.7,0.035,40.0,131.0,0.9958,3.14,0.34,10.8,5,medium
3214,7.5,0.19,0.49,1.6,0.047,42.0,140.0,0.9932,3.4,0.47,10.7,6, medium 
3215,6.9,0.34,0.49,7.3,,61.0,206.0,0.9957,3.09,0.4,9.0,6,light
3216,6.2,0.2,0.49,1.6,0.065,17.0,143.0,0.9937,3.22,0.52,9.2,6,LIGHT
3217,,0.37,0.49,nan,0.045,53.0,243.0,998.1999999999999,nan,0.48,8.5,6,light
3218,6.2,0.22,0.49,6.0,0.029,31.0,128.0,0.9928,3.41,0.36,11.3,8,medium
3219,7.8,0.26,0.49,3.2,,28.0,435.0,0.9919,3.03,1.28,28.25,7,strong
3220,8.9,0.32,0.49,1.6,0.05,17.0,131.0,0.9956,3.13,0.34,9.4,5,light
3221,6.5,0.44,0.49,7.7,0.045,16.0,169.0,0.9957,nan,0.37,8.7,6,light
3222,7.0,0.14,0.49,nan,0.053,22.0,118.0,0.9954,3.36,0.36,9.4,6,LIGHT
3223,9.0,0.17,0.49,1.0,0.039,46.0,131.0,0.993,3.09,0.51,10.5,7,medium
3224,6.4,0.26,0.49,6.4,0.037,37.0,161.0,0.9954, 3.38 ,0.53,9.7,6,MEDIUM
3225,9.0,0.22,0.49,10.4,0.048,52.0,195.0,0.9987,3.31,0.44,10.2,6,MEDIUM
3226,8.9,0.32,0.49,1.6,0.05,17.0,131.0,0.9956,3.13,0.34,9.4,5,LIGHT
3227,8.2,0.2,0.49,3.5,0.057,14.0,108.0,0.9928,3.19,0.35,11.5,6,medium
3228,7.8,0.15,0.24,7.7,0.047,21.0,98.0,0.9951,2.94,0.31,9.6,6,MEDIUM
3229,6.9,0.25,0.24,1.8,0.053,6.0,121.0,0.993,3.23,0.7,11.4,5,medium
3230,8.2,0.2,0.49,3.5,0.057,14.0,108.0,0.9928,3.19,0.35,11.5,6,medium
3231,7.1,0.28,0.49,6.5,0.041,28.0,111.0,0.9926,3.41,0.58,12.2,8,strong
3232,7.4,0.19,0.49,6.7,0.037,15.0,110.0,0.9938,3.2,0.38,11.0,7, MEDIUM 
3233,8.3,0.25,0.49,16.8,0.048,50.0,228.0,1.0001,3.03,0.52,9.2, 6 , LIGHT 
3234,7.5,0.14,0.74,1.6,0.035,21.0,126.0,993.3,3.26,0.45,10.2,6, medium 
3235,7.8,0.49,0.49,7.0,0.043,29.0,149.0,0.9952,3.21,0.33,10.0,5,medium
3236,8.1,0.12,0.49,1.2,0.042,43.0,160.0,0.9934,3.13,0.48,9.7,6,medium
3237,7.6,0.47,0.49,nan,0.239,42.0,220.0,0.9988,2.96,0.51,9.2,5,light
3238,7.9,0.22,0.49,3.8,0.042,26.0,105.0,0.993,3.1,0.39,10.5,5,medium
3239,7.8,0.49,0.49,nan,0.043,29.0,149.0,0.9952,3.21,0.33,10.0, 5 ,medium
3240,6.4,0.22,0.49,7.5,0.054,42.0,755.0,0.9948,3.27,2.08,25.25,6,strong
3241,7.3,0.19,0.49,15.55,0.058,50.0,134.0,0.9998,3.42,0.36,9.1,7,light
3242,8.1,0.3,0.49,12.3,0.049,50.0,144.0,0.9971, 3.09 ,0.57,10.2,7,medium
3243,7.3,0.19,0.49,15.55,0.058,50.0,134.0,0.9998, 3.42 ,0.36,9.1,7,light
3244,7.5,0.24,0.49,9.4,0.048,50.0,149.0,?,3.17,0.59,10.5, 7 ,medium
3245,6.4,0.22,0.49,7.5,0.054,42.0,151.0,0.9948,3.27,0.52,10.1,6, medium 
3246,7.8,0.21,0.49,1.2,0.036,20.0,99.0,0.99,nan,0.28,12.1,7,
3247,7.1,0.3,0.49,1.6,0.045,31.0,100.0,0.9942,nan,0.59,10.2,5,MEDIUM
3248,6.9,0.26,0.49,1.6,0.058,39.0,166.0,0.9965,3.65,0.52,9.4,4, light 
3249,7.6,,0.49,3.95,,27.0,131.0,0.9912,3.08,0.67,12.8,7,strong
3250,6.4,0.42,0.74,12.8,0.076,48.0,209.0,997.8000000000001,3.12,0.58,9.0,6,LIGHT
3251,8.2,0.29,0.49,1.0,0.044,29.0,118.0,0.9928,3.24,0.36,10.9,4,medium
3252,7.9,0.33,0.28,31.6,0.053,35.0,176.0,1.0103,3.15,0.38,8.8, 6 ,light
3253,6.6,0.46,0.49,7.4,,19.0,184.0,0.9956, 3.11 ,0.38,9.0,5, light 
3254,,0.28,0.49,1.3,0.046,27.0,142.0,0.9936,3.09,0.59,10.2,5,medium
3255,5.8,0.15,0.49,1.1,0.048,21.0,98.0,0.9929,3.19,0.48,9.2,5,
3256,7.8,0.4,0.49,nan,0.06,34.0,162.0,0.9966,3.26,0.58,11.3, 6 ,medium
3257,6.6,0.31,0.49,7.7,0.05,52.0,220.0,996.4, 3.12 ,0.45,8.8, 5 ,light
3258,6.6,0.325,0.49,7.7,0.049,53.0,217.0,0.996,3.16,0.4,9.3,5,light
3259,,0.27,0.49,7.8,,62.0,217.0,0.9959,3.17,0.45,9.4,6,light
3260,,0.26,0.49,8.3,0.047,54.0,191.0,0.9954,3.23,0.4,10.3,6,medium
3261,6.7,0.21,0.49,nan,0.047,30.0,114.0,0.9914,2.92,0.42,10.8,7,medium
3262,,0.33,0.28,31.6,0.053,35.0,176.0,1.0103, 3.15 ,0.38,8.8, 6 ,light
3263,8.1,0.28,0.46,15.4,0.059,32.0,177.0,1.0004,3.27,0.58,9.0, 4 ,light
3264,6.5,0.13,0.37,nan,0.036,48.0,114.0,0.9911,3.41,0.51,11.5,8,medium
3265,7.8,0.445,0.56,1.0,0.04,8.0,84.0,0.9938,3.25,0.43,10.8,5,
3266,8.8,0.39,0.34,5.9,0.055,33.0,128.0,0.9927,2.95,0.51,11.8,6,strong
3267,7.9,0.18,0.33,1.2,0.033,20.0,72.0,0.9922, 3.12 ,0.38,10.5, 7 ,medium
3268,7.1,0.31,0.38,,0.036,10.0,124.0,0.9924, 3.14 ,0.44,9.9,6,MEDIUM
3269,7.8,0.24,0.18,6.7,,33.0,160.0,0.9963,3.2,0.56,9.8,6,MEDIUM
3270,7.0,0.35,0.3,6.5,0.028,27.0,87.0,0.9936,3.4,0.42,11.4,7,medium
3271,6.6,0.26,0.31,4.8,0.138,41.0,168.0,0.9951,3.2,0.38,9.3,5,light
3272,6.6,0.27,0.31,5.3,0.137,35.0,163.0,995.1,3.2,0.38,9.3,5,light
3273,6.8,0.22,0.29,8.9,0.046,82.0,188.0,0.9955,3.3,0.44,10.3,6,medium
3274,6.2,0.27,0.32,8.8,0.047,65.0,224.0,0.9961,3.17,0.47,8.9,5, LIGHT 
3275,7.0,0.35,0.3,6.5,0.028,27.0,87.0,0.9936,3.4,0.42,11.4, 7 ,medium
3276,7.3,0.23,0.37,1.8,0.032,60.0,156.0,0.992,3.11,0.35,11.1,6, medium 
3277,6.2,0.3,0.2,6.6,0.045,42.0,170.0,0.9944,3.36,0.45,10.4,6,medium
3278,6.4,0.35,0.2,5.7,,18.0,117.0,0.9944,3.33,0.43,10.1, 5 ,MEDIUM
3279,7.6,0.32,0.34,18.35,0.054,44.0,197.0,1.0008,3.22,0.55,9.0,5,light
3280,6.3,0.31,0.3,10.0,0.046,49.0,212.0,0.9962,3.74,0.55,11.9,6,strong
3281,,0.25,0.28,14.4,0.055,55.0,205.0,0.9986,3.12,0.38,9.0,7,light
3282,7.2,0.25,0.28,14.4,0.055,55.0,205.0,0.9986,nan,0.38,9.0,7,LIGHT
3283,7.3,0.26,0.33,17.85,0.049,41.5,195.0,1.0,3.06,0.44,9.1,7,light
3284,7.2,0.25,0.28,14.4,0.055,55.0,205.0,0.9986,3.12,0.38,9.0,7,light
3285,7.4,0.26,0.37,9.4,,42.0,147.0,998.1999999999999,3.46,0.72,10.0,5, medium 
3286,7.3,0.26,0.33,17.85,0.049,41.5,195.0,1.0, 3.06 ,0.44,9.1,7,
3287,6.7,0.25,0.26,1.55,0.041,118.5,216.0,0.9949,3.55,0.63,9.4,3,light
3288,7.1,0.16,0.25,1.3,0.034,28.0,123.0,0.9915,3.27,0.55,11.4,6,medium
3289,9.0,0.43,0.3,1.5,0.05,7.0,175.0,0.9951, 3.11 ,0.45,9.7,4,medium
3290,7.2,0.25,0.28,14.4,0.055,55.0,205.0,0.9986, nan ,0.38,9.0,7,light
3291,7.0,0.24,0.3,4.2,0.04,41.0,213.0,992.7,3.28,0.49,11.8,6,strong
3292,6.7,0.265,0.22,8.6,0.048,54.0,198.0,0.9955,nan,0.41,10.2,5,medium
3293,7.7,0.12,0.32,1.4,0.06,47.0,150.0,0.9952, 3.37 ,0.42,9.2,6,LIGHT
3294,7.2,0.21,0.33,3.0,,35.0,132.0,0.9928,3.25,0.4,11.0,6,MEDIUM
3295,8.5,0.32,0.36,,0.041,47.0,190.0,0.9982, 3.08 ,0.31,10.0,6,
3296,6.9,0.18,0.3,,0.038,39.0,190.0,0.9914,3.32,0.37,12.2,6,strong
3297,7.0,0.24,0.3,4.2,0.04,41.0,213.0,0.9927,3.28,0.49,11.8,6,strong
3298,6.3,0.26,0.29,2.2,0.043,35.0,175.0,0.9918,3.38,0.43,11.6,6,strong
3299,,0.26,0.3,nan,0.043,25.0,121.0,0.9944,3.44,0.61,10.2,6,medium
3300,7.9,0.29,0.36,11.1,0.033,43.0,208.0,?,3.14,0.46,10.3,5,MEDIUM
3301,6.5,0.27,0.19,nan,0.046,6.0,114.0,?, 3.25 ,0.35,8.6,4, light 
3302,6.7,0.33,0.42,6.4,0.058,27.0,151.0,0.9954,3.16,0.44,9.6,5,medium
3303,6.7,0.31,0.42,nan,0.057,25.0,148.0,0.9955,3.16,0.45,9.6,5,medium
3304,6.6,0.25,0.31,1.5,0.035,32.0,127.0,0.9921,nan,0.47,11.3,6, medium 
3305,,0.24,0.22,1.5,0.038,38.0,157.0,0.9934, 3.41 ,0.55,9.9,6,medium
3306,,0.26,0.29,16.95,0.056,48.0,179.0,0.9998,3.45,0.4,9.6,5,medium
3307,,0.61,0.26,1.7,0.051,25.0,161.0,0.9946,3.36,0.6,10.6,4,MEDIUM
3308,6.8,0.22,0.3,13.6,0.055,50.0,180.0,998.4,3.44,0.39,9.8, 5 , medium 
3309,,0.31,0.24,1.6,0.032,10.0,67.0,0.9924,3.08,0.47,10.5,5,medium
3310,7.0,0.2,0.3,nan,0.037,31.0,120.0,0.9939,3.24,0.51,10.8,5,medium
3311,7.9,0.18,0.37,3.0,0.061,25.0,178.0,0.995,3.22,0.51,10.0,6,medium
3312,6.6,0.34,0.27,6.2,0.059,23.0,136.0,0.9957,3.3,0.49,10.1,6,medium
3313,6.8,0.3,0.24,6.6,0.123,35.0,580.0,0.9953,3.07,1.92,23.5,5,strong
3314,6.5,0.18,0.34,1.6,0.04,43.0,148.0,0.9912,3.32,0.59,11.5, 8 ,medium
3315,,0.21,0.31,6.0,0.046,29.0,108.0,0.9939,3.26,0.5,10.8,6,MEDIUM
3316,6.8,0.27,0.32,nan,0.044,19.0,142.0,0.9921, 3.1 ,0.43,9.9, 6 ,medium
3317,9.3,0.2,0.33,1.7,0.05,28.0,178.0,0.9954, 3.16 ,0.43,9.0,4, light 
3318,5.8,0.23,0.27,1.8,0.043,24.0,69.0,0.9933,3.38,0.31,9.4,6,LIGHT
3319,7.6,0.2,0.39,nan,0.044,30.0,180.0,0.9941,3.46,0.44,10.8,7,MEDIUM
3320,,0.15,0.48,nan,0.052,24.0,190.0,0.995,3.5,0.45,10.9,7,MEDIUM
3321,7.5,0.4,1.0,19.5,0.041,33.0,148.0,0.9977,3.24,0.38,12.0,6,STRONG
3322,6.5,0.18,0.34,1.6,0.04,43.0,148.0,0.9912,3.32,0.59,11.5,8,medium
3323,7.0,0.13,0.3,5.0,0.056,31.0,122.0,0.9945,3.47,0.42,10.5, 6 ,medium
3324,6.9,0.17,0.22,4.6,0.064,55.0,152.0,0.9952,3.29,0.37,9.3,6,LIGHT
3325,7.0,0.3,0.32,6.4,0.034,28.0,97.0,0.9924,3.23,0.44,11.8,6,strong
3326,7.6,0.445,0.44,14.5,0.045,68.0,212.0,0.9986,3.48,0.36,10.0, 6 ,medium
3327,6.8,0.3,0.24,6.6,0.123,35.0,116.0,995.3,3.07,0.48,9.4,5,LIGHT
3328,7.5,0.22,0.33,nan,0.036,45.0,690.0,0.9939,3.2,2.72,28.5,6,strong
3329,9.2,0.23,0.3,1.1,0.031,40.0,99.0,0.9929,2.94,0.3,10.4,6,MEDIUM
3330,8.7,0.34,0.46,13.8,0.055,68.0,198.0,0.9988,3.36,0.37,9.5,6,
3331,6.6,0.545,0.04,2.5,0.031,48.0,111.0,0.9906,3.14,0.32,11.9,5,STRONG
3332,,0.3,0.31,1.1,0.041,49.0,123.0,0.9914, 2.99 ,0.45,11.1,6,medium
3333,6.9,0.16,0.3,9.6,0.057,50.0,185.0,0.9978,3.39,0.38,9.6,6,medium
3334,8.0,0.32,0.36,4.6,0.042,56.0,178.0,0.9928,3.29,0.47,12.0,6,strong
3335,6.1,0.22,0.23,3.1,0.052,15.0,104.0,0.9948,3.14,0.42,8.7,5, light 
3336,6.9,0.16,0.3,9.6,0.057,50.0,185.0,0.9978,nan,0.38,9.6,6,medium
3337,7.5,0.15,0.38,1.8,0.054,19.0,101.0,0.9946,3.24,0.44,10.0,5,medium
3338,8.4,0.29,0.29,,0.032,4.0,55.0,0.9908,nan,0.32,11.4, 4 ,medium
3339,6.6,0.37,0.47,6.5,0.061,23.0,750.0,0.9954,3.14,1.8,24.0,6,strong
3340,7.7,,0.4,2.0,0.038,28.0,152.0,0.9906,3.18,0.32,12.9,6,strong
3341,6.3,0.25,0.23,14.9,0.039,47.0,142.0,0.99705, nan ,0.35,9.7,6,medium
3342,8.3,0.3,0.36,10.0,0.042,33.0,169.0,0.9982,3.23,0.51,9.3,6,light
3343,6.6,0.22,0.58,1.1,0.133,52.0,136.0,0.9932,3.1,0.3,9.1,5,light
3344,6.1,0.34,0.31,12.0,0.053,46.0,238.0,0.9977,3.16,0.48,8.6,5,light
3345,7.5,0.22,0.29,4.8,0.05,33.0,87.0,0.994,3.14,0.42,9.9,5,medium
3346,8.3,0.3,0.36,10.0,0.042,33.0,169.0,0.9982,3.23,0.51,9.3,6,light
3347,8.0,0.27,0.24,1.2,0.044,20.0,102.0,0.9929,nan,0.42,10.9,5, medium 
3348,6.1,0.17,0.27,1.5,0.056,45.0,135.0,992.4,3.2,0.43,10.2,6,medium
3349,7.4,0.18,0.3,10.4,,44.0,174.0,996.6,3.11,0.57,9.7,6,medium
3350,,0.16,0.28,2.5,0.046,40.0,153.0,0.9921,3.38,0.51,11.4,7,medium
3351,6.1,0.255,0.44,12.3,,53.0,197.0,0.9967,3.24,0.54,9.5,6,
3352,,0.23,0.25,nan,0.049,43.0,141.0,993.4,3.42,0.54,10.2,7,MEDIUM
3353,6.4,0.16,0.28,2.2,0.042,33.0,93.0,0.9914,3.31,0.43,11.1,6,medium
3354,6.3,0.25,0.23,14.9,0.039,47.0,710.0,0.99705,3.14,1.4,24.25,6,strong
3355,6.7,0.27,0.25,8.0,0.053,54.0,202.0,0.9961,3.22,0.43,9.3,5,light
3356,6.9,0.29,0.23,8.6,,56.0,215.0,0.9967,3.17,0.44,8.8,5,light
3357,9.6,0.21,0.28,1.2,0.038,12.0,53.0,0.9926,2.8,0.46,10.6,5,medium
3358,6.6,0.62,0.2,8.7,0.046,81.0,224.0,0.99605,3.17,0.44,9.3,5,light
3359,6.4,0.28,0.19,5.4,0.042,67.0,181.0,0.99435,3.31,0.35,10.2,6, medium 
3360,8.0,0.3,0.28,,0.044,31.0,124.0,0.9948,3.16,0.51,10.2, 6 ,MEDIUM
3361,6.4,0.17,0.27,1.5,0.037,20.0,98.0,0.9916,3.46,0.42,11.0,7,medium
3362,7.3,0.21,0.3,10.9,0.037,18.0,112.0,0.997,3.4,0.5,9.6,6,MEDIUM
3363,6.7,0.27,0.25,8.0,0.053,54.0,202.0,0.9961,3.22,0.43,9.3,5, light 
3364,6.9,0.29,0.23,8.6,0.056,56.0,215.0,0.9967,3.17,0.44,8.8,5,light
3365,6.6,0.32,0.26,nan,0.054,56.0,209.0,0.9961,3.17,0.45,8.8,5,LIGHT
3366,7.4,0.32,0.22,1.7,0.051,50.0,179.0,0.9955,3.28,0.69,8.9,5,light
3367,6.6,0.37,0.07,nan,0.048,58.0,144.0,0.9922,3.17,0.38,10.0,5,medium
3368,7.7,0.43,0.28,4.5,0.046,33.0,102.0,0.9918,3.16,0.56,12.2,7,strong
3369,7.8,0.39,0.26,nan,0.059,33.0,181.0,0.9955,3.04,0.42,10.9,6,medium
3370,6.5,0.18,0.26,1.4,0.041,40.0,141.0,0.9941,3.34,0.72,9.5,6,light
3371,,0.4,0.26,9.5,,32.0,890.0,0.9955,3.04,1.72,27.25,6, STRONG 
3372,7.8,0.39,0.26,9.9,0.059,33.0,181.0,0.9955,nan,0.42,10.9,6,medium
3373,6.9,0.19,0.28,nan,0.054,33.0,99.0,0.9924,3.16,0.4,10.8,6,MEDIUM
3374,7.7,0.49,1.0,19.6,0.03,28.0,135.0,?,3.24,0.4,12.0,6,STRONG
3375,6.6,0.25,0.35,14.0,0.069,42.0,163.0,0.999, 3.56 ,0.47,9.8,5,medium
